age_band,sex,vehicle_age,engine_capacity,score
11, 2,  6,  7, 28.0000000000
11, 2,  6,  8, 28.0000000000
11, 2,  7,  0, 23.0000000000
11, 2,  7,  1, 23.0000000000
11, 2,  7,  2, 23.0000000000
11, 2,  7,  3, 23.0000000000
11, 2,  7,  4, 23.0000000000
11, 2,  7,  5, 23.0000000000
11, 2,  7,  6, 21.0000000000
11, 2,  7,  7, 28.0000000000
11, 2,  7,  8, 28.0000000000
11, 2,  8,  0, 23.0000000000
11, 2,  8,  1, 23.0000000000
11, 2,  8,  2, 23.0000000000
11, 2,  8,  3, 23.0000000000
11, 2,  8,  4, 23.0000000000
11, 2,  8,  5, 23.0000000000
11, 2,  8,  6, 21.0000000000
11, 2,  8,  7, 28.0000000000
11, 2,  8,  8, 28.0000000000
11, 2,  9,  0, 23.0000000000
11, 2,  9,  1, 23.0000000000
11, 2,  9,  2, 23.0000000000
11, 2,  9,  3, 23.0000000000
11, 2,  9,  4, 23.0000000000
11, 2,  9,  5, 23.0000000000
11, 2,  9,  6, 23.0000000000
11, 2,  9,  7, 23.0000000000
11, 2,  9,  8, 23.0000000000
